ValidTime,APCP12hr_surface,APCP12hr_surface_1% level,APCP12hr_surface_10% level,APCP12hr_surface_15% level,APCP12hr_surface_20% level,APCP12hr_surface_25% level,APCP12hr_surface_30% level,APCP12hr_surface_35% level,APCP12hr_surface_40% level,APCP12hr_surface_45% level,APCP12hr_surface_5% level,APCP12hr_surface_50% level,APCP12hr_surface_55% level,APCP12hr_surface_60% level,APCP12hr_surface_65% level,APCP12hr_surface_70% level,APCP12hr_surface_75% level,APCP12hr_surface_80% level,APCP12hr_surface_85% level,APCP12hr_surface_90% level,APCP12hr_surface_95% level,APCP12hr_surface_99% level,APCP12hr_surface_prob >0.254,APCP12hr_surface_prob >101.6,APCP12hr_surface_prob >12.7,APCP12hr_surface_prob >127,APCP12hr_surface_prob >19.05,APCP12hr_surface_prob >2.54,APCP12hr_surface_prob >25.4,APCP12hr_surface_prob >50.8,APCP12hr_surface_prob >6.35,APCP12hr_surface_prob >76.2,APCP1hr_surface,APCP1hr_surface_prob >0.254,APCP24hr_surface,APCP24hr_surface_1% level,APCP24hr_surface_10% level,APCP24hr_surface_15% level,APCP24hr_surface_20% level,APCP24hr_surface_25% level,APCP24hr_surface_30% level,APCP24hr_surface_35% level,APCP24hr_surface_40% level,APCP24hr_surface_45% level,APCP24hr_surface_5% level,APCP24hr_surface_50% level,APCP24hr_surface_55% level,APCP24hr_surface_60% level,APCP24hr_surface_65% level,APCP24hr_surface_70% level,APCP24hr_surface_75% level,APCP24hr_surface_80% level,APCP24hr_surface_85% level,APCP24hr_surface_90% level,APCP24hr_surface_95% level,APCP24hr_surface_99% level,APCP24hr_surface_prob >0.254,APCP24hr_surface_prob >101.6,APCP24hr_surface_prob >12.7,APCP24hr_surface_prob >127,APCP24hr_surface_prob >152.4,APCP24hr_surface_prob >203.2,APCP24hr_surface_prob >25.4,APCP24hr_surface_prob >50.8,APCP24hr_surface_prob >6.35,APCP24hr_surface_prob >76.2,APCP48hr_surface,APCP48hr_surface_1% level,APCP48hr_surface_10% level,APCP48hr_surface_15% level,APCP48hr_surface_20% level,APCP48hr_surface_25% level,APCP48hr_surface_30% level,APCP48hr_surface_35% level,APCP48hr_surface_40% level,APCP48hr_surface_45% level,APCP48hr_surface_5% level,APCP48hr_surface_50% level,APCP48hr_surface_55% level,APCP48hr_surface_60% level,APCP48hr_surface_65% level,APCP48hr_surface_70% level,APCP48hr_surface_75% level,APCP48hr_surface_80% level,APCP48hr_surface_85% level,APCP48hr_surface_90% level,APCP48hr_surface_95% level,APCP48hr_surface_99% level,APCP48hr_surface_prob >12.7,APCP48hr_surface_prob >127,APCP48hr_surface_prob >2.54,APCP48hr_surface_prob >203.2,APCP48hr_surface_prob >25.4,APCP48hr_surface_prob >254,APCP48hr_surface_prob >304.8,APCP48hr_surface_prob >381,APCP48hr_surface_prob >50.8,APCP48hr_surface_prob >76.2,APCP6hr_surface,APCP6hr_surface_1% level,APCP6hr_surface_10% level,APCP6hr_surface_15% level,APCP6hr_surface_20% level,APCP6hr_surface_25% level,APCP6hr_surface_30% level,APCP6hr_surface_35% level,APCP6hr_surface_40% level,APCP6hr_surface_45% level,APCP6hr_surface_5% level,APCP6hr_surface_50% level,APCP6hr_surface_55% level,APCP6hr_surface_60% level,APCP6hr_surface_65% level,APCP6hr_surface_70% level,APCP6hr_surface_75% level,APCP6hr_surface_80% level,APCP6hr_surface_85% level,APCP6hr_surface_90% level,APCP6hr_surface_95% level,APCP6hr_surface_99% level,APCP6hr_surface_prob >0.254,APCP6hr_surface_prob >12.7,APCP6hr_surface_prob >19.05,APCP6hr_surface_prob >2.54,APCP6hr_surface_prob >25.4,APCP6hr_surface_prob >38.1,APCP6hr_surface_prob >50.8,APCP6hr_surface_prob >6.35,APCP6hr_surface_prob >63.5,APCP6hr_surface_prob >76.2,APCP72hr_surface,APCP72hr_surface_1% level,APCP72hr_surface_10% level,APCP72hr_surface_15% level,APCP72hr_surface_20% level,APCP72hr_surface_25% level,APCP72hr_surface_30% level,APCP72hr_surface_35% level,APCP72hr_surface_40% level,APCP72hr_surface_45% level,APCP72hr_surface_5% level,APCP72hr_surface_50% level,APCP72hr_surface_55% level,APCP72hr_surface_60% level,APCP72hr_surface_65% level,APCP72hr_surface_70% level,APCP72hr_surface_75% level,APCP72hr_surface_80% level,APCP72hr_surface_85% level,APCP72hr_surface_90% level,APCP72hr_surface_95% level,APCP72hr_surface_99% level,APCP72hr_surface_prob >127,APCP72hr_surface_prob >203.2,APCP72hr_surface_prob >25.4,APCP72hr_surface_prob >254,APCP72hr_surface_prob >381,APCP72hr_surface_prob >50.8,APCP72hr_surface_prob >508,APCP72hr_surface_prob >6.35,APCP72hr_surface_prob >635,APCP72hr_surface_prob >76.2,APTMP_2 m above ground,ASNOW1hr_surface,ASNOW1hr_surface_10% level,ASNOW1hr_surface_25% level,ASNOW1hr_surface_5% level,ASNOW1hr_surface_50% level,ASNOW1hr_surface_75% level,ASNOW1hr_surface_90% level,ASNOW1hr_surface_95% level,ASNOW1hr_surface_prob >0.00254,ASNOW1hr_surface_prob >0.00762,ASNOW1hr_surface_prob >0.0127,ASNOW1hr_surface_prob >0.01778,ASNOW1hr_surface_prob >0.0254,ASNOW1hr_surface_prob >0.0381,ASNOW1hr_surface_prob >0.0508,ASNOW1hr_surface_prob >0.0635,ASNOW1hr_surface_prob >0.0762,ASNOW1hr_surface_prob >0.1016,ASNOW24hr_surface,ASNOW24hr_surface_10% level,ASNOW24hr_surface_25% level,ASNOW24hr_surface_5% level,ASNOW24hr_surface_50% level,ASNOW24hr_surface_75% level,ASNOW24hr_surface_90% level,ASNOW24hr_surface_95% level,ASNOW24hr_surface_prob >0.00254,ASNOW24hr_surface_prob >0.0254,ASNOW24hr_surface_prob >0.0508,ASNOW24hr_surface_prob >0.1016,ASNOW24hr_surface_prob >0.1524,ASNOW24hr_surface_prob >0.2032,ASNOW24hr_surface_prob >0.254,ASNOW24hr_surface_prob >0.3048,ASNOW24hr_surface_prob >0.4572,ASNOW24hr_surface_prob >0.6096,ASNOW48hr_surface,ASNOW48hr_surface_10% level,ASNOW48hr_surface_25% level,ASNOW48hr_surface_5% level,ASNOW48hr_surface_50% level,ASNOW48hr_surface_75% level,ASNOW48hr_surface_90% level,ASNOW48hr_surface_95% level,ASNOW48hr_surface_prob >0.0254,ASNOW48hr_surface_prob >0.0508,ASNOW48hr_surface_prob >0.1016,ASNOW48hr_surface_prob >0.1524,ASNOW48hr_surface_prob >0.2032,ASNOW48hr_surface_prob >0.3048,ASNOW48hr_surface_prob >0.4572,ASNOW48hr_surface_prob >0.6096,ASNOW48hr_surface_prob >0.762,ASNOW48hr_surface_prob >0.9144,ASNOW6hr_surface,ASNOW6hr_surface_10% level,ASNOW6hr_surface_25% level,ASNOW6hr_surface_5% level,ASNOW6hr_surface_50% level,ASNOW6hr_surface_75% level,ASNOW6hr_surface_90% level,ASNOW6hr_surface_95% level,ASNOW6hr_surface_prob >0.00254,ASNOW6hr_surface_prob >0.0254,ASNOW6hr_surface_prob >0.0508,ASNOW6hr_surface_prob >0.0762,ASNOW6hr_surface_prob >0.1016,ASNOW6hr_surface_prob >0.127,ASNOW6hr_surface_prob >0.1524,ASNOW6hr_surface_prob >0.2032,ASNOW6hr_surface_prob >0.254,ASNOW6hr_surface_prob >0.3048,ASNOW72hr_surface,ASNOW72hr_surface_10% level,ASNOW72hr_surface_25% level,ASNOW72hr_surface_5% level,ASNOW72hr_surface_50% level,ASNOW72hr_surface_75% level,ASNOW72hr_surface_90% level,ASNOW72hr_surface_95% level,ASNOW72hr_surface_prob >0.0254,ASNOW72hr_surface_prob >0.1016,ASNOW72hr_surface_prob >0.1524,ASNOW72hr_surface_prob >0.2032,ASNOW72hr_surface_prob >0.3048,ASNOW72hr_surface_prob >0.4572,ASNOW72hr_surface_prob >0.6096,ASNOW72hr_surface_prob >0.762,ASNOW72hr_surface_prob >0.9144,ASNOW72hr_surface_prob >1.219,CAPE_surface,CAPE_surface_ens std dev,CDCB_high cloud layer,CDCB_reserved,CDCTOP_reserved,CEIL_cloud base,CEIL_cloud ceiling,CEIL_cloud ceiling_prob <152.4,CEIL_cloud ceiling_prob <2011.68,CEIL_cloud ceiling_prob <304.8,CEIL_cloud ceiling_prob <609.6,CEIL_cloud ceiling_prob <914.5,CWASP_surface_10% level,CWASP_surface_25% level,CWASP_surface_5% level,CWASP_surface_50% level,CWASP_surface_75% level,CWASP_surface_90% level,CWASP_surface_95% level,CWASP_surface_prob >50,CWASP_surface_prob >65,CWASP_surface_prob >70,CWASP_surface_prob >75,CWASP_surface_prob >85,CWASP_surface_unknown derived fcst,DIST_surface - 610 m above ground,DPT_2 m above ground,DPT_2 m above ground_ens std dev,DRYTPROB3hr_surface_prob >0,DSWRF_surface,ELLINX_400-300 mb,FICEAC1hr_surface,FICEAC24hr_surface,FICEAC24hr_surface_10% level,FICEAC24hr_surface_25% level,FICEAC24hr_surface_5% level,FICEAC24hr_surface_50% level,FICEAC24hr_surface_75% level,FICEAC24hr_surface_90% level,FICEAC24hr_surface_95% level,FICEAC24hr_surface_prob >0.254,FICEAC24hr_surface_prob >12.7,FICEAC24hr_surface_prob >2.54,FICEAC24hr_surface_prob >25.4,FICEAC24hr_surface_prob >6.35,FICEAC48hr_surface_10% level,FICEAC48hr_surface_25% level,FICEAC48hr_surface_5% level,FICEAC48hr_surface_50% level,FICEAC48hr_surface_75% level,FICEAC48hr_surface_90% level,FICEAC48hr_surface_95% level,FICEAC48hr_surface_prob >0.254,FICEAC48hr_surface_prob >12.7,FICEAC48hr_surface_prob >2.54,FICEAC48hr_surface_prob >25.4,FICEAC48hr_surface_prob >6.35,FICEAC6hr_surface,FICEAC6hr_surface_10% level,FICEAC6hr_surface_25% level,FICEAC6hr_surface_5% level,FICEAC6hr_surface_50% level,FICEAC6hr_surface_75% level,FICEAC6hr_surface_90% level,FICEAC6hr_surface_95% level,FICEAC6hr_surface_prob >0.254,FICEAC6hr_surface_prob >12.7,FICEAC6hr_surface_prob >2.54,FICEAC6hr_surface_prob >25.4,FICEAC6hr_surface_prob >6.35,FICEAC72hr_surface,FICEAC72hr_surface_10% level,FICEAC72hr_surface_25% level,FICEAC72hr_surface_5% level,FICEAC72hr_surface_50% level,FICEAC72hr_surface_75% level,FICEAC72hr_surface_90% level,FICEAC72hr_surface_95% level,FICEAC72hr_surface_prob >0.254,FICEAC72hr_surface_prob >12.7,FICEAC72hr_surface_prob >2.54,FICEAC72hr_surface_prob >25.4,FICEAC72hr_surface_prob >6.35,FOSINDX6hr_surface,FRZSPR_surface,GUST24hr_10 m above ground,GUST24hr_10 m above ground_1% level,GUST24hr_10 m above ground_10% level,GUST24hr_10 m above ground_15% level,GUST24hr_10 m above ground_20% level,GUST24hr_10 m above ground_25% level,GUST24hr_10 m above ground_30% level,GUST24hr_10 m above ground_35% level,GUST24hr_10 m above ground_40% level,GUST24hr_10 m above ground_45% level,GUST24hr_10 m above ground_5% level,GUST24hr_10 m above ground_50% level,GUST24hr_10 m above ground_55% level,GUST24hr_10 m above ground_60% level,GUST24hr_10 m above ground_65% level,GUST24hr_10 m above ground_70% level,GUST24hr_10 m above ground_75% level,GUST24hr_10 m above ground_80% level,GUST24hr_10 m above ground_85% level,GUST24hr_10 m above ground_90% level,GUST24hr_10 m above ground_95% level,GUST24hr_10 m above ground_99% level,GUST24hr_10 m above ground_prob >11,GUST24hr_10 m above ground_prob >17,GUST24hr_10 m above ground_prob >21,GUST24hr_10 m above ground_prob >24,GUST24hr_10 m above ground_prob >28,GUST24hr_10 m above ground_prob >32,GUST_10 m above ground,GUST_10 m above ground_1% level,GUST_10 m above ground_10% level,GUST_10 m above ground_15% level,GUST_10 m above ground_20% level,GUST_10 m above ground_25% level,GUST_10 m above ground_30% level,GUST_10 m above ground_35% level,GUST_10 m above ground_40% level,GUST_10 m above ground_45% level,GUST_10 m above ground_5% level,GUST_10 m above ground_50% level,GUST_10 m above ground_55% level,GUST_10 m above ground_60% level,GUST_10 m above ground_65% level,GUST_10 m above ground_70% level,GUST_10 m above ground_75% level,GUST_10 m above ground_80% level,GUST_10 m above ground_85% level,GUST_10 m above ground_90% level,GUST_10 m above ground_95% level,GUST_10 m above ground_99% level,GUST_10 m above ground_ens mean,GUST_10 m above ground_ens std dev,GUST_10 m above ground_prob >11,GUST_10 m above ground_prob >15,GUST_10 m above ground_prob >17,GUST_10 m above ground_prob >21,GUST_10 m above ground_prob >24,GUST_10 m above ground_prob >28,GUST_10 m above ground_prob >32,GUST_10 m above ground_prob >8,HINDEX6hr_entire atmosphere (considered as a single layer),HTSGW_surface,HTSGW_surface_10% level,HTSGW_surface_50% level,HTSGW_surface_90% level,HTSGW_surface_ens std dev,MAXREF1hr_1000 m above ground,MAXRH12hr_2 m above ground,MINRH12hr_2 m above ground,MIXHT_entire atmosphere (considered as a single layer),PCPDUR12hr_surface,PTYPE_surface_prob >=1 <2,PTYPE_surface_prob >=3 <4,PTYPE_surface_prob >=5 <7,PTYPE_surface_prob >=8 <9,RETOP_cloud top,RH_2 m above ground,SNOWLR_surface,SNOWLR_surface_10% level,SNOWLR_surface_25% level,SNOWLR_surface_5% level,SNOWLR_surface_50% level,SNOWLR_surface_75% level,SNOWLR_surface_90% level,SNOWLR_surface_95% level,SNOWLVL_0 m above mean sea level,SNOWLVL_surface_10% level,SNOWLVL_surface_25% level,SNOWLVL_surface_5% level,SNOWLVL_surface_50% level,SNOWLVL_surface_75% level,SNOWLVL_surface_90% level,SNOWLVL_surface_95% level,TCDC_high cloud layer,TCDC_reserved,TCDC_surface,TCDC_surface_ens std dev,THUNC1hr_entire atmosphere,TMAX12hr_2 m above ground,TMAX12hr_2 m above ground_ens std dev,TMIN12hr_2 m above ground,TMIN12hr_2 m above ground_ens std dev,TMP18hr_2 m above ground,TMP_2 m above ground,TMP_2 m above ground_ens std dev,TMP_Max_2 m above ground,TMP_Max_2 m above ground_1% level,TMP_Max_2 m above ground_10% level,TMP_Max_2 m above ground_15% level,TMP_Max_2 m above ground_20% level,TMP_Max_2 m above ground_25% level,TMP_Max_2 m above ground_30% level,TMP_Max_2 m above ground_35% level,TMP_Max_2 m above ground_40% level,TMP_Max_2 m above ground_45% level,TMP_Max_2 m above ground_5% level,TMP_Max_2 m above ground_50% level,TMP_Max_2 m above ground_55% level,TMP_Max_2 m above ground_60% level,TMP_Max_2 m above ground_65% level,TMP_Max_2 m above ground_70% level,TMP_Max_2 m above ground_75% level,TMP_Max_2 m above ground_80% level,TMP_Max_2 m above ground_85% level,TMP_Max_2 m above ground_90% level,TMP_Max_2 m above ground_95% level,TMP_Max_2 m above ground_99% level,TMP_Max_2 m above ground_prob <255,TMP_Max_2 m above ground_prob <270,TMP_Max_2 m above ground_prob <273,TMP_Max_2 m above ground_prob >299,TMP_Max_2 m above ground_prob >305,TMP_Max_2 m above ground_prob >310,TMP_Max_2 m above ground_prob >316,TMP_Max_2 m above ground_prob >322,TMP_Min_2 m above ground,TMP_Min_2 m above ground_1% level,TMP_Min_2 m above ground_10% level,TMP_Min_2 m above ground_15% level,TMP_Min_2 m above ground_20% level,TMP_Min_2 m above ground_25% level,TMP_Min_2 m above ground_30% level,TMP_Min_2 m above ground_35% level,TMP_Min_2 m above ground_40% level,TMP_Min_2 m above ground_45% level,TMP_Min_2 m above ground_5% level,TMP_Min_2 m above ground_50% level,TMP_Min_2 m above ground_55% level,TMP_Min_2 m above ground_60% level,TMP_Min_2 m above ground_65% level,TMP_Min_2 m above ground_70% level,TMP_Min_2 m above ground_75% level,TMP_Min_2 m above ground_80% level,TMP_Min_2 m above ground_85% level,TMP_Min_2 m above ground_90% level,TMP_Min_2 m above ground_95% level,TMP_Min_2 m above ground_99% level,TMP_Min_2 m above ground_prob <233,TMP_Min_2 m above ground_prob <244,TMP_Min_2 m above ground_prob <249,TMP_Min_2 m above ground_prob <255,TMP_Min_2 m above ground_prob <260,TMP_Min_2 m above ground_prob <270,TMP_Min_2 m above ground_prob <273,TMP_Min_2 m above ground_prob >299,TMP_surface,TPWDIR_10 m above ground,TPWSPD_10 m above ground,TRWDIR_entire atmosphere (considered as a single layer),TRWSPD_entire atmosphere (considered as a single layer),TSRWE24hr_surface_prob >7.35e-05,TSTM12hr_surface_probability forecast,TSTM1hr_surface_probability forecast,TSTM3hr_surface_probability forecast,TSTM6hr_surface_probability forecast,TURB_surface - 1372 m above ground,VIL_entire atmosphere,VIS_surface,VIS_surface_prob <1609.34,VIS_surface_prob <3218.69,VIS_surface_prob <4828.03,VIS_surface_prob <8046.73,VRATE_entire atmosphere (considered as a single layer),WDIR_10 m above ground,WDIR_30 m above ground,WDIR_80 m above ground,WDIR_surface - 610 m above ground,WETGLBT_surface,WIND24hr_10 m above ground,WIND24hr_10 m above ground_1% level,WIND24hr_10 m above ground_10% level,WIND24hr_10 m above ground_15% level,WIND24hr_10 m above ground_20% level,WIND24hr_10 m above ground_25% level,WIND24hr_10 m above ground_30% level,WIND24hr_10 m above ground_35% level,WIND24hr_10 m above ground_40% level,WIND24hr_10 m above ground_45% level,WIND24hr_10 m above ground_5% level,WIND24hr_10 m above ground_50% level,WIND24hr_10 m above ground_55% level,WIND24hr_10 m above ground_60% level,WIND24hr_10 m above ground_65% level,WIND24hr_10 m above ground_70% level,WIND24hr_10 m above ground_75% level,WIND24hr_10 m above ground_80% level,WIND24hr_10 m above ground_85% level,WIND24hr_10 m above ground_90% level,WIND24hr_10 m above ground_95% level,WIND24hr_10 m above ground_99% level,WIND24hr_10 m above ground_prob >11,WIND24hr_10 m above ground_prob >17,WIND24hr_10 m above ground_prob >24,WIND24hr_10 m above ground_prob >32,WIND24hr_10 m above ground_prob >5,WIND24hr_10 m above ground_prob >8,WIND_10 m above ground,WIND_10 m above ground_1% level,WIND_10 m above ground_10% level,WIND_10 m above ground_15% level,WIND_10 m above ground_20% level,WIND_10 m above ground_25% level,WIND_10 m above ground_30% level,WIND_10 m above ground_35% level,WIND_10 m above ground_40% level,WIND_10 m above ground_45% level,WIND_10 m above ground_5% level,WIND_10 m above ground_50% level,WIND_10 m above ground_55% level,WIND_10 m above ground_60% level,WIND_10 m above ground_65% level,WIND_10 m above ground_70% level,WIND_10 m above ground_75% level,WIND_10 m above ground_80% level,WIND_10 m above ground_85% level,WIND_10 m above ground_90% level,WIND_10 m above ground_95% level,WIND_10 m above ground_99% level,WIND_10 m above ground_ens mean,WIND_10 m above ground_ens std dev,WIND_10 m above ground_prob >11,WIND_10 m above ground_prob >15,WIND_10 m above ground_prob >17,WIND_10 m above ground_prob >24,WIND_10 m above ground_prob >3,WIND_10 m above ground_prob >32,WIND_10 m above ground_prob >5,WIND_10 m above ground_prob >8,WIND_30 m above ground,WIND_80 m above ground,WIND_surface - 610 m above ground
2026040219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,15.6,16.4,17.2,17.6,18.0159,18.8918,19.3454,19.8462,14.8,20.7097,20.7837,21.2594,21.8467,21.9076,22.3612,22.91,23.2884,23.762,24.7128,26.6546,20.1676,3.23918,100.0,91.0,76.0,43.0,6.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,7.2,7.6,7.6,8.0,8.0,8.4,8.8,9.2,6.4,9.6,9.6,10.0,10.4,10.8,10.8,11.2,11.2,11.6,11.8162,12.3783,9.22461,1.6846,15.0,0.0,0.0,0.0,100.0,0.0,99.0,60.0,,,
2026040220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,15.6,16.6073,17.1201,17.5622,18.0477,18.9772,19.0801,19.63,14.4,19.7616,19.9039,20.395,20.4751,20.9444,21.0644,21.617,22.199,23.656,24.819,26.8876,19.6596,2.8258,100.0,92.0,76.0,27.0,5.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.8,7.2,7.6,7.6,8.0,8.4,8.8,8.8,6.4,9.2,9.2,9.6,9.6,10.0,10.0,10.0,10.5581,10.7928,10.9036,12.2391,8.90834,1.34873,4.0,0.0,0.0,0.0,100.0,0.0,99.0,57.0,,,
2026040221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,15.2,15.6,16.4,16.82,16.8916,17.498,17.5878,17.7009,14.0,18.6034,18.7272,19.2399,19.7185,19.9151,20.48,21.0833,22.1751,22.9383,25.2291,27.2433,18.8785,3.25533,100.0,88.0,62.0,20.0,6.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.4,6.8,7.2,7.6,7.6,8.0,8.0,8.4,6.0,8.4,8.8,8.8,8.8,9.2,9.2,9.6,9.62265,10.1002,11.1129,12.1165,8.4385,1.31419,4.0,0.0,0.0,0.0,100.0,0.0,98.0,43.0,,,
2026040222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,15.2,15.6,16.0,16.4,16.8,17.0639,17.1566,17.6061,14.0,18.0963,18.6302,19.1517,19.6354,20.1257,20.6305,21.486,22.1035,22.8327,25.4447,27.3805,18.7554,3.28206,100.0,86.0,58.0,22.0,6.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.4,6.8,7.2,7.2,7.6,8.0,8.0,8.0,6.0,8.4,8.4,8.8,8.8,8.8,9.2,9.2,9.6,10.0,11.2,11.8101,8.40708,1.24244,4.0,0.0,0.0,0.0,100.0,0.0,97.0,38.0,,,
2026040223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,14.8,15.6,15.6,16.0,16.8,16.8148,17.2828,17.7986,14.4,18.2766,18.8015,19.3359,19.4486,19.9756,20.8409,21.3246,22.2692,22.9177,26.0833,28.6787,18.9655,3.2148,100.0,85.0,58.0,22.0,7.0,1.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6.4,6.8,7.2,7.6,7.6,8.0,8.0,8.4,6.0,8.4,8.4,8.8,8.8,9.2,9.2,9.2,9.6,10.0,11.2,12.4084,8.40082,1.6087,5.0,0.0,0.0,0.0,100.0,0.0,98.0,39.0,,,
